location_key,date,place_id,wikidata_id,country_code,country_name,subregion1_code,subregion1_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_ventilator_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
GB_ENG,2020-07-09,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,688,35,,250376,36395,0,136,110236,1801,167,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,3,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,64.35,13.048611,11.25,14.680556,13.123333,10.16,12.409722,95.90569
GB_ENG,2020-07-10,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,524,23,,250900,36418,0,104,110340,1746,162,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,3,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,64.35,13.229167,9.840278,17.583333,6.053667,10.16,9.847222,80.013003
GB_ENG,2020-07-11,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,433,20,,251333,36438,0,97,110437,1640,152,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,3,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,64.35,13.861111,8.569444,18.666667,0.73025,,7.715278,66.485776
GB_ENG,2020-07-12,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,351,13,,251684,36451,0,72,110509,1611,139,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,3,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,64.35,14.951389,7.236111,21.006944,0.0,,7.895833,62.764691
GB_ENG,2020-07-13,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,694,24,75439,252378,36475,7550035,137,110646,1612,138,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,3,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,64.35,16.388889,11.777778,20.652778,0.0,,11.833333,74.482113
GB_ENG,2020-07-14,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,661,20,113811,253039,36495,7664742,122,110768,1506,123,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,3,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,64.35,15.090278,10.951389,17.708333,0.508,,9.715278,70.312575
GB_ENG,2020-07-15,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,726,20,130153,253765,36515,7798382,116,110884,1489,136,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,14.006944,10.173611,16.243056,0.211667,,11.458333,84.659645
GB_ENG,2020-07-16,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,644,12,143120,254409,36527,7941801,114,110998,1348,118,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,17.697531,14.919753,21.41358,0.254,,13.469136,76.319687
GB_ENG,2020-07-17,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,548,18,150355,254957,36545,8092596,83,111081,1346,122,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,3764384670,0,2,0,62.5,19.345679,14.567901,23.802469,0.0,,13.67284,69.941427
GB_ENG,2020-07-18,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,473,15,111210,255430,36560,8203983,48,111129,1321,118,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,17.541667,13.298611,20.083333,0.2032,,13.840278,78.947904
GB_ENG,2020-07-19,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,419,14,88553,255849,36574,8292537,72,111201,1301,119,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,15.270833,11.236111,19.854167,6.096,10.16,8.888889,65.724272
GB_ENG,2020-07-20,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,769,12,78789,256618,36586,8372370,86,111287,1278,112,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,14.302469,9.623457,18.259259,0.056444,,7.302469,62.91171
GB_ENG,2020-07-21,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,697,20,117233,257315,36606,8489603,79,111366,1188,106,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,14.574074,8.882716,18.635802,0.0,,7.932099,64.670238
GB_ENG,2020-07-22,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,764,17,123219,258079,36623,8612822,82,111448,1305,97,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,17.092593,12.444444,21.635802,0.042333,,10.092593,63.489782
GB_ENG,2020-07-23,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,741,16,119536,258820,36639,8732347,109,111557,1095,101,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,17.0,13.611111,21.277778,0.0635,,12.012346,72.550906
GB_ENG,2020-07-24,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,720,6,129726,259540,36645,8862691,93,111650,1018,92,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,18.419753,13.771605,22.790123,0.381,,13.030864,71.078913
GB_ENG,2020-07-25,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,499,14,121177,260039,36659,8983866,65,111715,977,82,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,17.534722,12.791667,22.840278,0.907143,,14.666667,83.331908
GB_ENG,2020-07-26,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,518,15,89686,260557,36674,9075842,64,111779,965,81,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,16.590278,11.6875,20.763889,7.747,10.16,11.5,71.939324
GB_ENG,2020-07-27,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,824,12,74300,261381,36686,9150142,82,111861,945,83,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,15.645833,11.361111,20.180556,0.254,,12.909722,83.788836
GB_ENG,2020-07-28,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,796,10,122852,262177,36696,9272994,69,111930,944,78,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,14.746914,11.425926,18.141975,2.906889,,8.734568,67.261963
GB_ENG,2020-07-29,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,994,8,131004,263171,36704,9404187,63,111993,927,72,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,15.895062,11.32716,20.055556,0.0,,9.308642,64.949756
GB_ENG,2020-07-30,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,879,8,139459,264050,36712,9544071,75,112068,898,70,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,19.549383,13.117284,26.160494,0.0,,12.0,61.861049
GB_ENG,2020-07-31,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,644,10,130267,264694,36722,9674338,55,112123,870,71,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,1,1,2,2,2,0,0,2,2,1,0,0,2,0,62.5,23.462963,13.654321,33.006173,0.580571,,13.197531,52.671709
GB_ENG,2020-08-01,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,508,9,118567,265202,36731,9793134,50,112173,879,74,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,18.549383,13.993827,23.469136,1.088571,,12.876543,69.68072
GB_ENG,2020-08-02,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,518,8,106765,265720,36739,9901127,57,112230,847,72,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,16.376543,11.345679,20.962963,0.09525,,9.555556,64.128588
GB_ENG,2020-08-03,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,963,15,115267,266683,36754,10016394,74,112304,842,67,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,15.037037,10.54321,18.87037,0.028222,,8.37037,64.459939
GB_ENG,2020-08-04,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,965,10,128983,267648,36764,10146411,58,112362,807,65,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,15.159722,7.826389,20.604167,0.042333,,8.868056,66.224196
GB_ENG,2020-08-05,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,974,3,135562,268622,36767,10282965,60,112422,805,63,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,19.858025,16.530864,24.141975,0.169333,,14.401235,70.899315
GB_ENG,2020-08-06,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1005,9,147556,269627,36776,10431248,52,112474,756,61,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,20.524691,16.814815,24.703704,0.127,,16.475309,77.745536
GB_ENG,2020-08-07,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,892,8,141601,270519,36784,10572849,60,112534,711,57,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,23.358025,16.203704,29.91358,0.03175,,15.697531,62.379692
GB_ENG,2020-08-08,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,648,11,130547,271167,36795,10703396,78,112612,650,55,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,20.37037,15.302469,24.549383,0.072571,,15.358025,73.038022
GB_ENG,2020-08-09,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,569,9,129513,271736,36804,10833626,53,112665,611,56,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,17.537037,14.679012,21.641975,0.0,,14.839506,84.27189
GB_ENG,2020-08-10,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1375,11,119028,273111,36815,10953254,50,112715,714,60,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,20.659722,14.048611,28.034722,0.0,,15.694444,73.246452
GB_ENG,2020-08-11,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1247,10,131916,274358,36825,11085358,63,112778,672,63,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,22.361111,15.993056,31.138889,0.0,,16.986111,71.652769
GB_ENG,2020-08-12,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1126,7,155059,275484,36832,11242035,51,112829,642,68,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,24.160494,17.790123,31.006173,0.0,,17.382716,65.943611
GB_ENG,2020-08-13,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1036,7,140705,276520,36839,11383927,60,112889,652,64,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,18.648148,16.641975,21.783951,0.0,,16.364198,86.669983
GB_ENG,2020-08-14,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1059,6,147324,277579,36845,11531251,55,112944,642,63,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,17.975309,15.512346,22.62963,2.116667,,15.012346,82.923099
GB_ENG,2020-08-15,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,656,12,153610,278235,36857,11684898,38,112982,630,68,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,16.796296,15.055556,19.635802,0.0,,14.141975,84.469403
GB_ENG,2020-08-16,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,534,4,142809,278769,36861,11829555,39,113021,634,69,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,16.740741,15.32716,18.67284,3.447143,10.16,16.135802,96.289665
GB_ENG,2020-08-17,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1159,12,123659,279928,36873,11953250,46,113067,626,67,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,17.458333,14.451389,22.6875,17.949333,10.16,15.090278,86.01093
GB_ENG,2020-08-18,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,955,7,139115,280883,36880,12092439,56,113123,597,64,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,17.715278,13.770833,22.652778,1.566333,10.16,14.638889,82.39173
GB_ENG,2020-08-19,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1109,3,155714,281992,36883,12250812,58,113181,571,63,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,17.798611,14.625,20.152778,0.3048,,16.548611,92.411333
GB_ENG,2020-08-20,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1254,8,153990,283246,36891,12403075,45,113226,551,64,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,19.527778,14.597222,23.875,8.2804,,12.111111,62.324007
GB_ENG,2020-08-21,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1031,7,161792,284277,36898,12564970,49,113275,528,64,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,18.743056,14.875,22.041667,0.0,,12.9375,69.043841
GB_ENG,2020-08-22,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,732,7,143117,285009,36905,12708087,25,113300,594,66,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,17.222222,14.902778,20.541667,0.0508,,12.256944,72.666735
GB_ENG,2020-08-23,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,704,15,136407,285713,36920,12845106,44,113344,522,65,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,16.083333,13.104167,19.701389,2.4892,,12.555556,79.630561
GB_ENG,2020-08-24,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1157,5,114923,286870,36925,12960042,41,113385,522,62,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,16.071429,12.261905,20.333333,1.185333,,10.142857,67.916133
GB_ENG,2020-08-25,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1085,12,135380,287955,36937,13116570,60,113445,500,62,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,2,0,66.2,16.493056,14.0625,21.305556,6.180667,,13.958333,85.153908
GB_ENG,2020-08-26,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1181,11,154171,289136,36948,13272146,52,113497,485,55,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,3,0,66.2,16.191358,12.493827,19.141975,8.744857,,11.975309,76.130798
GB_ENG,2020-08-27,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1356,9,158514,290492,36957,13442759,69,113566,492,62,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,3,0,66.2,13.611111,10.87037,16.469136,0.465667,,11.691358,88.193187
GB_ENG,2020-08-28,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1395,9,143684,291887,36966,13587105,44,113610,469,52,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,3,0,66.2,12.697531,11.154321,15.37037,6.688667,10.16,11.283951,91.317209
GB_ENG,2020-08-29,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1051,5,134728,292938,36971,13721833,52,113662,478,56,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,186920130,2,2,1,0,0,3,0,66.2,12.030864,10.364198,14.524691,13.607143,,8.592593,80.145297
GB_ENG,2020-08-30,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,987,6,131938,293925,36977,13853771,38,113700,479,52,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,3,0,66.2,12.438272,9.006173,15.425926,0.592667,,7.277778,71.151313
GB_ENG,2020-08-31,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1279,8,129093,295204,36985,13982864,52,113752,495,54,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,2,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,3,0,66.2,12.013889,6.923611,16.715278,0.0,,6.5625,69.329244
GB_ENG,2020-09-01,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,1962,4,128278,297166,36989,14111009,58,113810,496,59,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,1,2,2,4,1,0,2,2,2,2,0,0,2,2,1,0,0,3,0,62.5,13.388889,6.756944,19.513889,0.0,,7.215278,66.257455
GB_ENG,2020-09-02,ChIJ39UebIqp0EcRqI4tMyWV4fQ,Q21,GB,United Kingdom,ENG,England,GB,GBR,1,2696,10,153341,299862,36999,14264581,79,113889,451,59,,,,,,,53012456,27956474,28771574,6732839,6362868,7583022,7618497,7071948,7633431,6027999,4813498,2883947,58447,53.0,-1.0,130278,1,2,2,4,1,0,2,2,2,2,0,158429444,2,2,1,0,0,3,0,62.5,14.450617,9.438272,19.382716,0.592667,,10.407407,76.74135
